@relation fifa_final
@attribute Age integer [17, 37]
@attribute Overall integer [71, 94]
@attribute Potential integer [73, 95]
@attribute Value {Menor_que_5700, Entre_5700_e_8500, Entre_8500_e_11500, Maior_que_11500}
@attribute Special integer [1043, 2346]
@attribute InternationalReputation real [1.0, 5.0]
@attribute WeakFoot real [1.0, 5.0]
@attribute SkillMoves real [1.0, 5.0]
@attribute ContractValidUntil real [2018.0, 2026.0]
@attribute Crossing real [9.0, 93.0]
@attribute Finishing real [5.0, 95.0]
@attribute HeadingAccuracy real [8.0, 93.0]
@attribute ShortPassing real [13.0, 93.0]
@attribute Volleys real [5.0, 90.0]
@attribute Dribbling real [8.0, 97.0]
@attribute Curve real [9.0, 94.0]
@attribute FKAccuracy real [7.0, 94.0]
@attribute LongPassing real [12.0, 93.0]
@attribute BallControl real [11.0, 96.0]
@attribute Acceleration real [29.0, 97.0]
@attribute SprintSpeed real [26.0, 96.0]
@attribute Agility real [21.0, 96.0]
@attribute Reactions real [51.0, 96.0]
@attribute Balance real [22.0, 96.0]
@attribute ShotPower real [12.0, 95.0]
@attribute Jumping real [30.0, 95.0]
@attribute Stamina real [20.0, 96.0]
@attribute Strength real [27.0, 95.0]
@attribute LongShots real [6.0, 94.0]
@attribute Aggression real [11.0, 94.0]
@attribute Interceptions real [7.0, 92.0]
@attribute Positioning real [4.0, 95.0]
@attribute Vision real [11.0, 94.0]
@attribute Penalties real [10.0, 92.0]
@attribute Composure real [25.0, 96.0]
@attribute Marking real [9.0, 94.0]
@attribute StandingTackle real [7.0, 92.0]
@attribute SlidingTackle real [8.0, 91.0]
@attribute GKDiving real [1.0, 90.0]
@attribute GKHandling real [1.0, 92.0]
@attribute GKKicking real [1.0, 91.0]
@attribute GKPositioning real [1.0, 88.0]
@attribute GKReflexes real [1.0, 94.0]
@inputs Age, Overall, Potential, Special, InternationalReputation, WeakFoot, SkillMoves, ContractValidUntil, Crossing, Finishing, HeadingAccuracy, ShortPassing, Volleys, Dribbling, Curve, FKAccuracy, LongPassing, BallControl, Acceleration, SprintSpeed, Agility, Reactions, Balance, ShotPower, Jumping, Stamina, Strength, LongShots, Aggression, Interceptions, Positioning, Vision, Penalties, Composure, Marking, StandingTackle, SlidingTackle, GKDiving, GKHandling, GKKicking, GKPositioning, GKReflexes
@outputs Value
@data
23, 72, 77, Menor_que_5700, 1619, 1.0, 3.0, 3.0, 2021.0, 66.0, 53.0, 20.0, 70.0, 54.0, 80.0, 62.0, 61.0, 64.0, 80.0, 83.0, 73.0, 87.0, 65.0, 83.0, 48.0, 57.0, 64.0, 46.0, 52.0, 26.0, 21.0, 63.0, 69.0, 56.0, 66.0, 28.0, 20.0, 24.0, 6.0, 12.0, 10.0, 7.0, 9.0
23, 72, 78, Menor_que_5700, 1962, 1.0, 3.0, 3.0, 2021.0, 64.0, 53.0, 64.0, 75.0, 59.0, 72.0, 69.0, 57.0, 71.0, 74.0, 75.0, 75.0, 77.0, 72.0, 76.0, 59.0, 70.0, 75.0, 69.0, 59.0, 68.0, 69.0, 60.0, 68.0, 58.0, 71.0, 72.0, 74.0, 70.0, 15.0, 8.0, 8.0, 14.0, 13.0
23, 72, 77, Menor_que_5700, 1699, 1.0, 3.0, 3.0, 2022.0, 72.0, 61.0, 54.0, 74.0, 71.0, 72.0, 56.0, 53.0, 67.0, 75.0, 57.0, 64.0, 76.0, 73.0, 68.0, 59.0, 55.0, 75.0, 40.0, 59.0, 38.0, 22.0, 68.0, 75.0, 52.0, 75.0, 60.0, 32.0, 24.0, 8.0, 14.0, 8.0, 7.0, 10.0
32, 76, 76, Menor_que_5700, 2060, 1.0, 3.0, 4.0, 2019.0, 77.0, 70.0, 72.0, 73.0, 56.0, 76.0, 62.0, 56.0, 71.0, 75.0, 83.0, 83.0, 76.0, 72.0, 75.0, 70.0, 73.0, 83.0, 74.0, 69.0, 70.0, 69.0, 77.0, 67.0, 60.0, 74.0, 69.0, 75.0, 72.0, 10.0, 12.0, 16.0, 8.0, 9.0
29, 74, 74, Menor_que_5700, 1959, 1.0, 3.0, 3.0, 2022.0, 73.0, 43.0, 59.0, 63.0, 46.0, 65.0, 65.0, 58.0, 67.0, 70.0, 80.0, 88.0, 85.0, 74.0, 82.0, 77.0, 88.0, 76.0, 61.0, 64.0, 75.0, 73.0, 59.0, 53.0, 40.0, 63.0, 71.0, 72.0, 74.0, 13.0, 12.0, 11.0, 14.0, 8.0
27, 73, 73, Menor_que_5700, 1791, 1.0, 3.0, 3.0, 2020.0, 68.0, 75.0, 63.0, 70.0, 74.0, 71.0, 69.0, 55.0, 54.0, 73.0, 78.0, 78.0, 73.0, 71.0, 73.0, 72.0, 64.0, 67.0, 62.0, 63.0, 52.0, 20.0, 75.0, 64.0, 66.0, 66.0, 37.0, 23.0, 23.0, 9.0, 16.0, 10.0, 10.0, 13.0
23, 73, 77, Menor_que_5700, 1960, 1.0, 3.0, 3.0, 2021.0, 72.0, 52.0, 62.0, 71.0, 50.0, 68.0, 64.0, 63.0, 69.0, 69.0, 76.0, 77.0, 71.0, 69.0, 73.0, 73.0, 74.0, 85.0, 59.0, 67.0, 69.0, 70.0, 66.0, 64.0, 55.0, 72.0, 70.0, 73.0, 71.0, 14.0, 13.0, 12.0, 9.0, 10.0
24, 72, 78, Menor_que_5700, 1868, 1.0, 3.0, 3.0, 2021.0, 65.0, 68.0, 60.0, 69.0, 61.0, 69.0, 69.0, 63.0, 66.0, 70.0, 89.0, 87.0, 85.0, 68.0, 78.0, 75.0, 64.0, 72.0, 70.0, 67.0, 61.0, 36.0, 70.0, 69.0, 61.0, 68.0, 30.0, 32.0, 33.0, 13.0, 12.0, 14.0, 13.0, 9.0
22, 72, 78, Menor_que_5700, 1675, 1.0, 2.0, 3.0, 2021.0, 50.0, 70.0, 66.0, 59.0, 64.0, 67.0, 42.0, 31.0, 46.0, 68.0, 79.0, 88.0, 56.0, 67.0, 50.0, 78.0, 74.0, 72.0, 90.0, 61.0, 58.0, 13.0, 70.0, 59.0, 57.0, 71.0, 40.0, 26.0, 16.0, 9.0, 12.0, 9.0, 15.0, 13.0
29, 74, 74, Menor_que_5700, 1817, 1.0, 3.0, 2.0, 2018.0, 46.0, 51.0, 75.0, 69.0, 37.0, 58.0, 49.0, 68.0, 63.0, 60.0, 65.0, 59.0, 60.0, 71.0, 43.0, 73.0, 77.0, 66.0, 84.0, 63.0, 76.0, 73.0, 61.0, 50.0, 51.0, 60.0, 73.0, 73.0, 69.0, 9.0, 8.0, 14.0, 12.0, 11.0
29, 74, 74, Menor_que_5700, 1680, 2.0, 2.0, 2.0, 2020.0, 48.0, 30.0, 73.0, 67.0, 49.0, 59.0, 37.0, 40.0, 52.0, 64.0, 54.0, 61.0, 63.0, 69.0, 61.0, 53.0, 82.0, 60.0, 79.0, 32.0, 66.0, 78.0, 30.0, 55.0, 47.0, 73.0, 73.0, 75.0, 73.0, 7.0, 9.0, 7.0, 13.0, 14.0
28, 74, 74, Menor_que_5700, 2058, 1.0, 4.0, 3.0, 2019.0, 75.0, 58.0, 62.0, 73.0, 59.0, 76.0, 77.0, 63.0, 67.0, 74.0, 95.0, 94.0, 80.0, 69.0, 76.0, 76.0, 72.0, 80.0, 74.0, 68.0, 70.0, 63.0, 68.0, 60.0, 64.0, 60.0, 66.0, 70.0, 67.0, 11.0, 12.0, 13.0, 15.0, 11.0
22, 72, 79, Menor_que_5700, 1828, 1.0, 2.0, 4.0, 2022.0, 67.0, 69.0, 58.0, 65.0, 73.0, 81.0, 82.0, 62.0, 62.0, 77.0, 84.0, 83.0, 77.0, 64.0, 71.0, 78.0, 65.0, 66.0, 66.0, 79.0, 68.0, 23.0, 58.0, 61.0, 45.0, 62.0, 34.0, 22.0, 23.0, 15.0, 16.0, 8.0, 10.0, 16.0
31, 75, 75, Menor_que_5700, 1920, 2.0, 3.0, 2.0, 2019.0, 62.0, 51.0, 63.0, 72.0, 55.0, 64.0, 57.0, 55.0, 69.0, 67.0, 66.0, 60.0, 66.0, 72.0, 67.0, 67.0, 70.0, 90.0, 75.0, 55.0, 87.0, 79.0, 61.0, 68.0, 50.0, 71.0, 73.0, 74.0, 69.0, 14.0, 6.0, 13.0, 10.0, 13.0
31, 75, 75, Menor_que_5700, 1656, 2.0, 2.0, 2.0, 2020.0, 43.0, 22.0, 75.0, 65.0, 19.0, 35.0, 48.0, 58.0, 65.0, 63.0, 52.0, 54.0, 62.0, 70.0, 60.0, 45.0, 72.0, 68.0, 86.0, 45.0, 78.0, 73.0, 21.0, 53.0, 49.0, 71.0, 73.0, 75.0, 74.0, 6.0, 10.0, 16.0, 6.0, 15.0
21, 73, 78, Menor_que_5700, 1916, 1.0, 3.0, 3.0, 2021.0, 64.0, 59.0, 68.0, 70.0, 48.0, 73.0, 33.0, 37.0, 68.0, 72.0, 83.0, 82.0, 78.0, 68.0, 64.0, 66.0, 86.0, 75.0, 72.0, 47.0, 75.0, 73.0, 64.0, 56.0, 59.0, 68.0, 70.0, 74.0, 73.0, 12.0, 14.0, 9.0, 13.0, 11.0
21, 72, 79, Menor_que_5700, 1766, 1.0, 4.0, 3.0, 2019.0, 61.0, 77.0, 48.0, 73.0, 38.0, 77.0, 67.0, 58.0, 59.0, 75.0, 80.0, 75.0, 80.0, 69.0, 73.0, 68.0, 58.0, 69.0, 59.0, 62.0, 48.0, 28.0, 70.0, 69.0, 71.0, 80.0, 30.0, 42.0, 38.0, 6.0, 10.0, 11.0, 6.0, 11.0
23, 72, 80, Menor_que_5700, 1690, 1.0, 3.0, 3.0, 2020.0, 62.0, 69.0, 32.0, 68.0, 55.0, 76.0, 37.0, 34.0, 66.0, 71.0, 80.0, 82.0, 79.0, 65.0, 73.0, 70.0, 56.0, 82.0, 58.0, 68.0, 74.0, 26.0, 69.0, 64.0, 56.0, 68.0, 21.0, 23.0, 27.0, 5.0, 13.0, 12.0, 9.0, 8.0
33, 76, 76, Menor_que_5700, 1970, 2.0, 3.0, 4.0, 2019.0, 70.0, 73.0, 69.0, 74.0, 76.0, 78.0, 75.0, 73.0, 73.0, 80.0, 72.0, 71.0, 77.0, 72.0, 75.0, 78.0, 74.0, 72.0, 63.0, 74.0, 70.0, 45.0, 70.0, 75.0, 77.0, 72.0, 58.0, 35.0, 23.0, 9.0, 9.0, 11.0, 10.0, 9.0
31, 76, 76, Menor_que_5700, 1209, 1.0, 3.0, 1.0, 2021.0, 20.0, 13.0, 20.0, 29.0, 20.0, 15.0, 24.0, 19.0, 38.0, 23.0, 42.0, 47.0, 41.0, 68.0, 30.0, 19.0, 53.0, 23.0, 81.0, 17.0, 38.0, 21.0, 14.0, 44.0, 19.0, 62.0, 18.0, 16.0, 18.0, 74.0, 76.0, 73.0, 78.0, 78.0
23, 73, 79, Menor_que_5700, 1987, 1.0, 3.0, 3.0, 2019.0, 66.0, 63.0, 63.0, 73.0, 49.0, 70.0, 69.0, 40.0, 70.0, 70.0, 71.0, 69.0, 77.0, 70.0, 84.0, 70.0, 83.0, 89.0, 65.0, 63.0, 78.0, 70.0, 67.0, 68.0, 61.0, 71.0, 70.0, 71.0, 69.0, 13.0, 7.0, 12.0, 16.0, 11.0
22, 73, 79, Menor_que_5700, 1956, 1.0, 3.0, 3.0, 2021.0, 57.0, 64.0, 60.0, 72.0, 55.0, 63.0, 52.0, 67.0, 72.0, 69.0, 66.0, 67.0, 68.0, 67.0, 70.0, 75.0, 75.0, 83.0, 77.0, 70.0, 82.0, 71.0, 66.0, 64.0, 58.0, 64.0, 69.0, 74.0, 73.0, 8.0, 8.0, 8.0, 12.0, 14.0
26, 73, 74, Menor_que_5700, 1956, 1.0, 3.0, 3.0, 2021.0, 71.0, 56.0, 48.0, 70.0, 37.0, 71.0, 68.0, 74.0, 66.0, 68.0, 89.0, 90.0, 87.0, 73.0, 77.0, 65.0, 87.0, 78.0, 74.0, 63.0, 64.0, 62.0, 63.0, 75.0, 58.0, 62.0, 53.0, 54.0, 62.0, 7.0, 15.0, 13.0, 11.0, 7.0
35, 82, 82, Menor_que_5700, 2197, 4.0, 3.0, 4.0, 2019.0, 85.0, 61.0, 72.0, 81.0, 68.0, 84.0, 80.0, 74.0, 79.0, 86.0, 77.0, 79.0, 84.0, 77.0, 87.0, 86.0, 80.0, 74.0, 55.0, 78.0, 78.0, 79.0, 74.0, 78.0, 70.0, 80.0, 72.0, 79.0, 82.0, 5.0, 11.0, 9.0, 6.0, 7.0
33, 76, 76, Menor_que_5700, 1599, 3.0, 3.0, 3.0, 2019.0, 44.0, 79.0, 90.0, 73.0, 81.0, 67.0, 57.0, 40.0, 49.0, 80.0, 29.0, 32.0, 33.0, 80.0, 30.0, 79.0, 55.0, 44.0, 86.0, 64.0, 71.0, 25.0, 84.0, 70.0, 70.0, 82.0, 34.0, 25.0, 15.0, 2.0, 2.0, 3.0, 4.0, 2.0
25, 73, 80, Menor_que_5700, 1545, 1.0, 3.0, 2.0, 2018.0, 33.0, 33.0, 77.0, 56.0, 22.0, 42.0, 29.0, 34.0, 59.0, 61.0, 46.0, 50.0, 38.0, 66.0, 35.0, 59.0, 32.0, 79.0, 91.0, 43.0, 66.0, 78.0, 43.0, 51.0, 39.0, 61.0, 73.0, 76.0, 65.0, 12.0, 15.0, 12.0, 14.0, 16.0
30, 75, 75, Menor_que_5700, 1662, 1.0, 2.0, 2.0, 2020.0, 56.0, 27.0, 80.0, 63.0, 17.0, 48.0, 38.0, 58.0, 61.0, 58.0, 48.0, 40.0, 40.0, 70.0, 31.0, 74.0, 76.0, 60.0, 89.0, 70.0, 79.0, 74.0, 32.0, 45.0, 44.0, 74.0, 74.0, 76.0, 71.0, 13.0, 15.0, 7.0, 14.0, 14.0
26, 74, 74, Menor_que_5700, 1641, 1.0, 2.0, 2.0, 2021.0, 41.0, 41.0, 76.0, 66.0, 54.0, 50.0, 53.0, 40.0, 70.0, 55.0, 46.0, 41.0, 33.0, 64.0, 32.0, 72.0, 58.0, 61.0, 88.0, 41.0, 87.0, 72.0, 32.0, 43.0, 48.0, 64.0, 77.0, 74.0, 66.0, 7.0, 16.0, 12.0, 11.0, 14.0
25, 73, 76, Menor_que_5700, 1996, 1.0, 4.0, 3.0, 2019.0, 65.0, 64.0, 65.0, 73.0, 57.0, 75.0, 66.0, 57.0, 69.0, 74.0, 90.0, 80.0, 90.0, 77.0, 84.0, 73.0, 70.0, 81.0, 39.0, 75.0, 85.0, 66.0, 72.0, 71.0, 70.0, 65.0, 56.0, 62.0, 50.0, 6.0, 7.0, 10.0, 7.0, 10.0
30, 77, 77, Menor_que_5700, 1306, 1.0, 3.0, 1.0, 2020.0, 18.0, 14.0, 11.0, 37.0, 15.0, 24.0, 16.0, 15.0, 34.0, 20.0, 49.0, 52.0, 68.0, 75.0, 60.0, 12.0, 75.0, 38.0, 59.0, 12.0, 57.0, 15.0, 18.0, 65.0, 14.0, 64.0, 22.0, 15.0, 15.0, 73.0, 74.0, 74.0, 79.0, 81.0
26, 76, 76, Menor_que_5700, 1114, 1.0, 2.0, 1.0, 2021.0, 9.0, 7.0, 8.0, 15.0, 11.0, 8.0, 12.0, 13.0, 18.0, 21.0, 31.0, 33.0, 42.0, 77.0, 23.0, 21.0, 69.0, 23.0, 84.0, 8.0, 41.0, 27.0, 21.0, 71.0, 19.0, 66.0, 14.0, 7.0, 8.0, 71.0, 77.0, 76.0, 72.0, 77.0
30, 76, 76, Menor_que_5700, 1941, 2.0, 3.0, 3.0, 2021.0, 61.0, 58.0, 65.0, 76.0, 51.0, 65.0, 79.0, 70.0, 75.0, 76.0, 64.0, 35.0, 68.0, 74.0, 60.0, 61.0, 68.0, 85.0, 67.0, 62.0, 76.0, 78.0, 70.0, 75.0, 51.0, 71.0, 75.0, 74.0, 65.0, 10.0, 15.0, 8.0, 14.0, 10.0
31, 75, 75, Menor_que_5700, 2036, 2.0, 3.0, 3.0, 2019.0, 62.0, 64.0, 71.0, 77.0, 70.0, 76.0, 69.0, 29.0, 69.0, 74.0, 67.0, 68.0, 70.0, 75.0, 69.0, 85.0, 69.0, 79.0, 79.0, 73.0, 82.0, 79.0, 69.0, 67.0, 63.0, 73.0, 68.0, 82.0, 73.0, 16.0, 13.0, 13.0, 9.0, 7.0
28, 75, 75, Menor_que_5700, 1826, 2.0, 3.0, 2.0, 2021.0, 62.0, 35.0, 66.0, 72.0, 37.0, 62.0, 43.0, 40.0, 70.0, 68.0, 64.0, 64.0, 67.0, 80.0, 73.0, 48.0, 84.0, 74.0, 72.0, 44.0, 77.0, 82.0, 52.0, 57.0, 51.0, 80.0, 80.0, 80.0, 79.0, 11.0, 6.0, 7.0, 6.0, 13.0
28, 75, 75, Menor_que_5700, 1897, 1.0, 3.0, 2.0, 2021.0, 70.0, 36.0, 71.0, 74.0, 25.0, 65.0, 61.0, 42.0, 61.0, 72.0, 71.0, 76.0, 69.0, 69.0, 72.0, 64.0, 84.0, 88.0, 70.0, 55.0, 80.0, 74.0, 62.0, 59.0, 48.0, 67.0, 71.0, 74.0, 76.0, 7.0, 11.0, 16.0, 9.0, 15.0
28, 75, 75, Menor_que_5700, 2040, 1.0, 3.0, 3.0, 2021.0, 83.0, 58.0, 62.0, 73.0, 49.0, 65.0, 83.0, 82.0, 68.0, 72.0, 76.0, 76.0, 75.0, 70.0, 73.0, 76.0, 68.0, 86.0, 59.0, 66.0, 71.0, 68.0, 68.0, 72.0, 69.0, 70.0, 71.0, 72.0, 72.0, 11.0, 13.0, 9.0, 12.0, 12.0
29, 74, 74, Menor_que_5700, 1781, 1.0, 2.0, 3.0, 2019.0, 75.0, 60.0, 55.0, 72.0, 46.0, 75.0, 66.0, 61.0, 63.0, 72.0, 79.0, 75.0, 78.0, 69.0, 74.0, 72.0, 40.0, 80.0, 65.0, 48.0, 59.0, 24.0, 73.0, 72.0, 63.0, 68.0, 34.0, 33.0, 35.0, 16.0, 15.0, 15.0, 10.0, 7.0
30, 74, 74, Menor_que_5700, 1981, 1.0, 5.0, 3.0, 2019.0, 71.0, 62.0, 60.0, 69.0, 64.0, 75.0, 80.0, 73.0, 62.0, 75.0, 85.0, 82.0, 83.0, 71.0, 74.0, 74.0, 72.0, 77.0, 55.0, 69.0, 63.0, 49.0, 73.0, 70.0, 68.0, 70.0, 59.0, 59.0, 54.0, 14.0, 8.0, 12.0, 12.0, 7.0
30, 74, 74, Menor_que_5700, 1845, 1.0, 3.0, 3.0, 2019.0, 61.0, 75.0, 78.0, 68.0, 66.0, 73.0, 52.0, 58.0, 61.0, 68.0, 68.0, 74.0, 67.0, 72.0, 55.0, 72.0, 81.0, 77.0, 86.0, 66.0, 51.0, 46.0, 76.0, 69.0, 67.0, 69.0, 31.0, 46.0, 31.0, 13.0, 14.0, 6.0, 6.0, 11.0
28, 74, 74, Menor_que_5700, 1720, 1.0, 4.0, 4.0, 2020.0, 71.0, 66.0, 40.0, 68.0, 54.0, 76.0, 70.0, 34.0, 56.0, 75.0, 88.0, 89.0, 92.0, 70.0, 93.0, 62.0, 56.0, 86.0, 31.0, 68.0, 38.0, 22.0, 66.0, 69.0, 56.0, 74.0, 46.0, 21.0, 24.0, 7.0, 9.0, 5.0, 6.0, 6.0
28, 74, 74, Menor_que_5700, 1891, 1.0, 3.0, 3.0, 2020.0, 53.0, 49.0, 73.0, 79.0, 47.0, 67.0, 59.0, 43.0, 79.0, 73.0, 62.0, 64.0, 65.0, 77.0, 65.0, 64.0, 69.0, 74.0, 71.0, 55.0, 81.0, 78.0, 51.0, 73.0, 47.0, 79.0, 76.0, 75.0, 72.0, 10.0, 16.0, 6.0, 11.0, 7.0
28, 74, 74, Menor_que_5700, 1745, 1.0, 3.0, 3.0, 2022.0, 64.0, 62.0, 49.0, 76.0, 59.0, 77.0, 66.0, 52.0, 64.0, 76.0, 80.0, 78.0, 85.0, 69.0, 78.0, 54.0, 59.0, 78.0, 50.0, 56.0, 46.0, 19.0, 64.0, 77.0, 58.0, 76.0, 56.0, 28.0, 22.0, 7.0, 9.0, 7.0, 6.0, 14.0
23, 73, 80, Menor_que_5700, 1846, 1.0, 4.0, 3.0, 2019.0, 65.0, 69.0, 66.0, 74.0, 64.0, 77.0, 73.0, 68.0, 64.0, 74.0, 88.0, 88.0, 89.0, 68.0, 86.0, 78.0, 83.0, 75.0, 59.0, 68.0, 37.0, 19.0, 68.0, 64.0, 59.0, 68.0, 23.0, 24.0, 21.0, 9.0, 10.0, 16.0, 7.0, 13.0
23, 73, 79, Menor_que_5700, 1690, 1.0, 3.0, 3.0, 2020.0, 35.0, 77.0, 79.0, 55.0, 66.0, 67.0, 50.0, 29.0, 43.0, 73.0, 72.0, 67.0, 69.0, 68.0, 66.0, 72.0, 82.0, 78.0, 72.0, 62.0, 40.0, 25.0, 73.0, 71.0, 58.0, 72.0, 31.0, 26.0, 27.0, 12.0, 10.0, 12.0, 10.0, 13.0
