@relation fifa_final
@attribute Age integer [17, 37]
@attribute Overall integer [71, 94]
@attribute Potential integer [73, 95]
@attribute Value {Menor_que_5700, Entre_5700_e_8500, Entre_8500_e_11500, Maior_que_11500}
@attribute Special integer [1043, 2346]
@attribute InternationalReputation real [1.0, 5.0]
@attribute WeakFoot real [1.0, 5.0]
@attribute SkillMoves real [1.0, 5.0]
@attribute ContractValidUntil real [2018.0, 2026.0]
@attribute Crossing real [9.0, 93.0]
@attribute Finishing real [5.0, 95.0]
@attribute HeadingAccuracy real [8.0, 93.0]
@attribute ShortPassing real [13.0, 93.0]
@attribute Volleys real [5.0, 90.0]
@attribute Dribbling real [8.0, 97.0]
@attribute Curve real [9.0, 94.0]
@attribute FKAccuracy real [7.0, 94.0]
@attribute LongPassing real [12.0, 93.0]
@attribute BallControl real [11.0, 96.0]
@attribute Acceleration real [29.0, 97.0]
@attribute SprintSpeed real [26.0, 96.0]
@attribute Agility real [21.0, 96.0]
@attribute Reactions real [51.0, 96.0]
@attribute Balance real [22.0, 96.0]
@attribute ShotPower real [12.0, 95.0]
@attribute Jumping real [30.0, 95.0]
@attribute Stamina real [20.0, 96.0]
@attribute Strength real [27.0, 95.0]
@attribute LongShots real [6.0, 94.0]
@attribute Aggression real [11.0, 94.0]
@attribute Interceptions real [7.0, 92.0]
@attribute Positioning real [4.0, 95.0]
@attribute Vision real [11.0, 94.0]
@attribute Penalties real [10.0, 92.0]
@attribute Composure real [25.0, 96.0]
@attribute Marking real [9.0, 94.0]
@attribute StandingTackle real [7.0, 92.0]
@attribute SlidingTackle real [8.0, 91.0]
@attribute GKDiving real [1.0, 90.0]
@attribute GKHandling real [1.0, 92.0]
@attribute GKKicking real [1.0, 91.0]
@attribute GKPositioning real [1.0, 88.0]
@attribute GKReflexes real [1.0, 94.0]
@inputs Age, Overall, Potential, Special, InternationalReputation, WeakFoot, SkillMoves, ContractValidUntil, Crossing, Finishing, HeadingAccuracy, ShortPassing, Volleys, Dribbling, Curve, FKAccuracy, LongPassing, BallControl, Acceleration, SprintSpeed, Agility, Reactions, Balance, ShotPower, Jumping, Stamina, Strength, LongShots, Aggression, Interceptions, Positioning, Vision, Penalties, Composure, Marking, StandingTackle, SlidingTackle, GKDiving, GKHandling, GKKicking, GKPositioning, GKReflexes
@outputs Value
@data
32, 76, 76, Menor_que_5700, 1941, 2.0, 3.0, 3.0, 2019.0, 78.0, 37.0, 43.0, 78.0, 50.0, 76.0, 77.0, 58.0, 64.0, 78.0, 76.0, 68.0, 79.0, 77.0, 79.0, 58.0, 53.0, 71.0, 53.0, 44.0, 84.0, 76.0, 61.0, 63.0, 63.0, 77.0, 73.0, 77.0, 82.0, 15.0, 7.0, 16.0, 12.0, 15.0
32, 76, 76, Menor_que_5700, 2103, 2.0, 4.0, 4.0, 2020.0, 79.0, 73.0, 55.0, 76.0, 65.0, 81.0, 74.0, 67.0, 70.0, 80.0, 80.0, 75.0, 84.0, 76.0, 85.0, 75.0, 69.0, 75.0, 54.0, 75.0, 74.0, 74.0, 74.0, 74.0, 66.0, 72.0, 72.0, 70.0, 70.0, 15.0, 10.0, 12.0, 11.0, 13.0
26, 73, 73, Menor_que_5700, 1997, 1.0, 3.0, 3.0, 2020.0, 75.0, 58.0, 51.0, 73.0, 71.0, 74.0, 76.0, 77.0, 71.0, 73.0, 78.0, 80.0, 85.0, 69.0, 90.0, 75.0, 63.0, 71.0, 60.0, 73.0, 77.0, 63.0, 70.0, 69.0, 72.0, 71.0, 50.0, 52.0, 47.0, 9.0, 10.0, 9.0, 12.0, 14.0
25, 73, 77, Menor_que_5700, 1589, 1.0, 3.0, 2.0, 2022.0, 34.0, 30.0, 75.0, 65.0, 32.0, 46.0, 30.0, 28.0, 56.0, 63.0, 67.0, 61.0, 63.0, 66.0, 55.0, 53.0, 85.0, 54.0, 77.0, 22.0, 68.0, 72.0, 25.0, 49.0, 40.0, 74.0, 73.0, 73.0, 70.0, 13.0, 10.0, 11.0, 8.0, 15.0
24, 72, 78, Menor_que_5700, 1824, 1.0, 2.0, 3.0, 2019.0, 68.0, 64.0, 57.0, 68.0, 56.0, 77.0, 50.0, 44.0, 56.0, 75.0, 83.0, 81.0, 82.0, 68.0, 71.0, 65.0, 74.0, 85.0, 63.0, 61.0, 64.0, 48.0, 66.0, 65.0, 63.0, 65.0, 41.0, 38.0, 34.0, 9.0, 15.0, 13.0, 7.0, 13.0
23, 72, 78, Menor_que_5700, 1816, 1.0, 4.0, 3.0, 2019.0, 66.0, 70.0, 51.0, 67.0, 58.0, 73.0, 37.0, 37.0, 65.0, 71.0, 92.0, 89.0, 86.0, 67.0, 79.0, 68.0, 78.0, 66.0, 64.0, 67.0, 58.0, 50.0, 65.0, 67.0, 40.0, 70.0, 37.0, 51.0, 46.0, 14.0, 12.0, 8.0, 11.0, 6.0
24, 72, 78, Menor_que_5700, 1843, 1.0, 4.0, 4.0, 2021.0, 73.0, 69.0, 56.0, 70.0, 56.0, 76.0, 62.0, 75.0, 64.0, 73.0, 76.0, 72.0, 77.0, 67.0, 74.0, 74.0, 60.0, 73.0, 58.0, 77.0, 66.0, 22.0, 70.0, 72.0, 65.0, 70.0, 48.0, 35.0, 33.0, 10.0, 7.0, 13.0, 13.0, 7.0
31, 75, 75, Menor_que_5700, 2038, 1.0, 3.0, 3.0, 2019.0, 76.0, 51.0, 60.0, 69.0, 61.0, 71.0, 71.0, 62.0, 69.0, 73.0, 87.0, 79.0, 77.0, 70.0, 66.0, 78.0, 73.0, 79.0, 69.0, 73.0, 85.0, 75.0, 68.0, 64.0, 69.0, 68.0, 70.0, 74.0, 74.0, 9.0, 9.0, 9.0, 11.0, 7.0
29, 74, 75, Menor_que_5700, 1189, 1.0, 3.0, 1.0, 2019.0, 20.0, 16.0, 11.0, 22.0, 18.0, 12.0, 13.0, 12.0, 35.0, 26.0, 46.0, 44.0, 47.0, 72.0, 46.0, 17.0, 70.0, 34.0, 65.0, 12.0, 22.0, 14.0, 9.0, 58.0, 37.0, 55.0, 17.0, 17.0, 13.0, 75.0, 74.0, 69.0, 70.0, 76.0
29, 74, 74, Menor_que_5700, 1468, 1.0, 2.0, 2.0, 2021.0, 35.0, 16.0, 76.0, 60.0, 14.0, 39.0, 37.0, 20.0, 55.0, 49.0, 43.0, 55.0, 39.0, 69.0, 55.0, 48.0, 72.0, 55.0, 84.0, 18.0, 75.0, 75.0, 26.0, 49.0, 23.0, 60.0, 72.0, 77.0, 74.0, 13.0, 14.0, 7.0, 15.0, 9.0
24, 73, 77, Menor_que_5700, 1667, 1.0, 3.0, 2.0, 2022.0, 53.0, 32.0, 68.0, 58.0, 35.0, 61.0, 33.0, 30.0, 55.0, 59.0, 68.0, 73.0, 57.0, 63.0, 51.0, 65.0, 74.0, 73.0, 84.0, 38.0, 73.0, 68.0, 25.0, 42.0, 49.0, 63.0, 77.0, 75.0, 74.0, 8.0, 13.0, 15.0, 7.0, 11.0
24, 72, 79, Menor_que_5700, 1984, 1.0, 3.0, 3.0, 2020.0, 68.0, 68.0, 61.0, 73.0, 64.0, 75.0, 66.0, 69.0, 71.0, 73.0, 68.0, 69.0, 64.0, 66.0, 80.0, 80.0, 64.0, 76.0, 89.0, 72.0, 76.0, 52.0, 72.0, 71.0, 67.0, 74.0, 58.0, 64.0, 57.0, 12.0, 13.0, 8.0, 8.0, 10.0
34, 80, 80, Menor_que_5700, 2044, 2.0, 3.0, 3.0, 2019.0, 67.0, 61.0, 59.0, 80.0, 60.0, 73.0, 62.0, 54.0, 74.0, 78.0, 67.0, 65.0, 77.0, 76.0, 76.0, 71.0, 70.0, 86.0, 64.0, 63.0, 88.0, 80.0, 64.0, 72.0, 62.0, 77.0, 81.0, 81.0, 73.0, 13.0, 7.0, 15.0, 13.0, 12.0
34, 80, 80, Menor_que_5700, 1973, 4.0, 3.0, 2.0, 2019.0, 63.0, 42.0, 66.0, 79.0, 51.0, 58.0, 63.0, 50.0, 75.0, 80.0, 69.0, 62.0, 72.0, 79.0, 78.0, 76.0, 80.0, 76.0, 72.0, 55.0, 88.0, 85.0, 51.0, 68.0, 60.0, 81.0, 78.0, 81.0, 82.0, 6.0, 10.0, 8.0, 5.0, 5.0
34, 77, 77, Menor_que_5700, 2005, 1.0, 3.0, 4.0, 2020.0, 78.0, 70.0, 57.0, 79.0, 61.0, 77.0, 82.0, 77.0, 78.0, 80.0, 69.0, 71.0, 69.0, 75.0, 73.0, 75.0, 67.0, 79.0, 75.0, 72.0, 86.0, 60.0, 68.0, 80.0, 73.0, 83.0, 33.0, 48.0, 46.0, 8.0, 6.0, 8.0, 9.0, 16.0
24, 73, 78, Menor_que_5700, 1808, 1.0, 2.0, 3.0, 2019.0, 73.0, 31.0, 61.0, 73.0, 31.0, 71.0, 50.0, 42.0, 67.0, 71.0, 78.0, 81.0, 73.0, 68.0, 76.0, 49.0, 75.0, 75.0, 68.0, 48.0, 62.0, 68.0, 59.0, 45.0, 49.0, 71.0, 65.0, 74.0, 73.0, 13.0, 6.0, 16.0, 6.0, 11.0
25, 73, 78, Menor_que_5700, 1989, 1.0, 3.0, 3.0, 2021.0, 59.0, 58.0, 69.0, 72.0, 52.0, 65.0, 57.0, 59.0, 65.0, 71.0, 76.0, 74.0, 72.0, 66.0, 75.0, 72.0, 78.0, 82.0, 80.0, 65.0, 77.0, 75.0, 64.0, 63.0, 58.0, 65.0, 72.0, 74.0, 73.0, 15.0, 15.0, 15.0, 10.0, 11.0
23, 73, 78, Menor_que_5700, 1926, 1.0, 3.0, 3.0, 2019.0, 73.0, 63.0, 42.0, 76.0, 54.0, 74.0, 63.0, 58.0, 73.0, 77.0, 68.0, 54.0, 73.0, 73.0, 67.0, 68.0, 53.0, 69.0, 71.0, 65.0, 74.0, 70.0, 65.0, 74.0, 68.0, 54.0, 72.0, 70.0, 66.0, 9.0, 13.0, 9.0, 15.0, 7.0
28, 74, 74, Menor_que_5700, 1919, 1.0, 3.0, 3.0, 2019.0, 48.0, 61.0, 56.0, 70.0, 55.0, 64.0, 43.0, 45.0, 68.0, 68.0, 75.0, 76.0, 73.0, 69.0, 42.0, 81.0, 91.0, 85.0, 77.0, 66.0, 78.0, 74.0, 65.0, 67.0, 41.0, 72.0, 72.0, 76.0, 76.0, 15.0, 16.0, 10.0, 7.0, 9.0
27, 74, 74, Menor_que_5700, 1914, 1.0, 3.0, 3.0, 2021.0, 77.0, 49.0, 59.0, 70.0, 46.0, 68.0, 76.0, 68.0, 62.0, 72.0, 66.0, 71.0, 62.0, 73.0, 64.0, 72.0, 61.0, 81.0, 71.0, 67.0, 66.0, 76.0, 57.0, 44.0, 64.0, 65.0, 73.0, 75.0, 72.0, 7.0, 10.0, 15.0, 10.0, 10.0
26, 73, 74, Menor_que_5700, 1832, 1.0, 3.0, 3.0, 2020.0, 62.0, 48.0, 48.0, 74.0, 39.0, 73.0, 62.0, 37.0, 69.0, 74.0, 65.0, 56.0, 70.0, 74.0, 67.0, 69.0, 64.0, 81.0, 64.0, 68.0, 66.0, 69.0, 67.0, 69.0, 34.0, 74.0, 65.0, 73.0, 69.0, 15.0, 16.0, 7.0, 7.0, 11.0
23, 72, 80, Menor_que_5700, 1756, 1.0, 3.0, 3.0, 2021.0, 69.0, 66.0, 40.0, 68.0, 50.0, 78.0, 75.0, 62.0, 60.0, 70.0, 77.0, 82.0, 78.0, 64.0, 75.0, 73.0, 46.0, 66.0, 59.0, 73.0, 31.0, 18.0, 68.0, 71.0, 68.0, 65.0, 34.0, 38.0, 39.0, 13.0, 16.0, 13.0, 10.0, 6.0
21, 72, 80, Menor_que_5700, 1730, 1.0, 3.0, 3.0, 2022.0, 68.0, 70.0, 49.0, 71.0, 67.0, 76.0, 49.0, 45.0, 62.0, 75.0, 76.0, 74.0, 68.0, 67.0, 61.0, 64.0, 63.0, 58.0, 54.0, 63.0, 59.0, 39.0, 70.0, 73.0, 56.0, 63.0, 32.0, 37.0, 38.0, 7.0, 5.0, 11.0, 14.0, 9.0
34, 77, 77, Menor_que_5700, 1901, 3.0, 5.0, 4.0, 2020.0, 51.0, 77.0, 78.0, 70.0, 70.0, 76.0, 68.0, 38.0, 45.0, 75.0, 76.0, 73.0, 77.0, 70.0, 82.0, 80.0, 77.0, 73.0, 75.0, 72.0, 72.0, 40.0, 83.0, 72.0, 83.0, 74.0, 31.0, 33.0, 25.0, 16.0, 16.0, 13.0, 8.0, 6.0
26, 74, 76, Menor_que_5700, 1119, 1.0, 3.0, 1.0, 2023.0, 11.0, 18.0, 16.0, 28.0, 18.0, 12.0, 19.0, 15.0, 23.0, 18.0, 51.0, 50.0, 21.0, 70.0, 50.0, 19.0, 54.0, 29.0, 33.0, 14.0, 19.0, 17.0, 12.0, 65.0, 19.0, 63.0, 29.0, 18.0, 16.0, 75.0, 71.0, 59.0, 74.0, 76.0
31, 74, 74, Menor_que_5700, 1976, 2.0, 4.0, 3.0, 2018.0, 67.0, 60.0, 71.0, 80.0, 65.0, 70.0, 55.0, 54.0, 71.0, 73.0, 65.0, 68.0, 73.0, 76.0, 72.0, 74.0, 80.0, 90.0, 62.0, 65.0, 76.0, 74.0, 71.0, 69.0, 64.0, 76.0, 69.0, 61.0, 54.0, 9.0, 14.0, 6.0, 12.0, 6.0
26, 73, 75, Menor_que_5700, 1952, 1.0, 3.0, 3.0, 2020.0, 68.0, 48.0, 59.0, 76.0, 50.0, 70.0, 70.0, 73.0, 76.0, 74.0, 69.0, 69.0, 66.0, 70.0, 64.0, 83.0, 72.0, 89.0, 69.0, 67.0, 69.0, 70.0, 63.0, 68.0, 64.0, 73.0, 51.0, 70.0, 58.0, 6.0, 8.0, 15.0, 16.0, 12.0
25, 73, 74, Menor_que_5700, 1856, 1.0, 3.0, 3.0, 2022.0, 69.0, 64.0, 47.0, 65.0, 63.0, 78.0, 63.0, 51.0, 62.0, 73.0, 86.0, 82.0, 91.0, 68.0, 73.0, 64.0, 57.0, 80.0, 41.0, 72.0, 54.0, 45.0, 64.0, 69.0, 67.0, 62.0, 50.0, 53.0, 41.0, 15.0, 16.0, 10.0, 9.0, 14.0
19, 72, 84, Menor_que_5700, 1882, 1.0, 3.0, 3.0, 2019.0, 51.0, 46.0, 64.0, 70.0, 33.0, 69.0, 52.0, 42.0, 65.0, 70.0, 80.0, 83.0, 81.0, 72.0, 86.0, 49.0, 83.0, 86.0, 68.0, 44.0, 76.0, 75.0, 65.0, 66.0, 51.0, 74.0, 67.0, 73.0, 69.0, 6.0, 13.0, 12.0, 8.0, 7.0
21, 72, 81, Menor_que_5700, 1827, 1.0, 2.0, 4.0, 2021.0, 76.0, 55.0, 56.0, 74.0, 53.0, 76.0, 69.0, 72.0, 65.0, 74.0, 84.0, 78.0, 77.0, 73.0, 76.0, 74.0, 56.0, 75.0, 49.0, 56.0, 56.0, 53.0, 69.0, 70.0, 65.0, 73.0, 32.0, 37.0, 33.0, 7.0, 13.0, 8.0, 10.0, 6.0
21, 72, 81, Menor_que_5700, 1761, 1.0, 3.0, 4.0, 2023.0, 58.0, 64.0, 39.0, 69.0, 51.0, 75.0, 59.0, 72.0, 67.0, 76.0, 69.0, 82.0, 82.0, 61.0, 74.0, 68.0, 50.0, 82.0, 46.0, 65.0, 56.0, 29.0, 64.0, 76.0, 52.0, 72.0, 40.0, 34.0, 45.0, 11.0, 7.0, 8.0, 15.0, 15.0
30, 75, 75, Menor_que_5700, 1905, 3.0, 3.0, 3.0, 2020.0, 58.0, 55.0, 68.0, 75.0, 52.0, 73.0, 57.0, 41.0, 73.0, 74.0, 68.0, 65.0, 65.0, 70.0, 59.0, 68.0, 71.0, 68.0, 75.0, 42.0, 82.0, 75.0, 62.0, 67.0, 66.0, 75.0, 72.0, 74.0, 72.0, 8.0, 12.0, 15.0, 11.0, 12.0
30, 75, 75, Menor_que_5700, 1603, 1.0, 3.0, 2.0, 2020.0, 40.0, 27.0, 76.0, 44.0, 50.0, 46.0, 49.0, 45.0, 39.0, 66.0, 32.0, 35.0, 47.0, 69.0, 45.0, 69.0, 46.0, 52.0, 88.0, 22.0, 80.0, 79.0, 42.0, 49.0, 71.0, 62.0, 74.0, 80.0, 77.0, 6.0, 13.0, 15.0, 16.0, 14.0
26, 73, 76, Menor_que_5700, 1962, 1.0, 4.0, 3.0, 2022.0, 74.0, 57.0, 49.0, 76.0, 56.0, 71.0, 72.0, 68.0, 78.0, 74.0, 75.0, 66.0, 80.0, 69.0, 83.0, 78.0, 74.0, 79.0, 58.0, 75.0, 63.0, 63.0, 61.0, 71.0, 57.0, 72.0, 64.0, 61.0, 58.0, 13.0, 6.0, 7.0, 16.0, 10.0
22, 72, 81, Menor_que_5700, 1717, 1.0, 3.0, 3.0, 2023.0, 60.0, 75.0, 70.0, 68.0, 65.0, 68.0, 54.0, 51.0, 53.0, 74.0, 72.0, 72.0, 61.0, 68.0, 68.0, 69.0, 67.0, 69.0, 74.0, 64.0, 55.0, 24.0, 74.0, 64.0, 63.0, 75.0, 32.0, 15.0, 12.0, 14.0, 14.0, 11.0, 7.0, 10.0
32, 91, 91, Menor_que_5700, 2201, 4.0, 3.0, 3.0, 2020.0, 66.0, 60.0, 91.0, 78.0, 66.0, 63.0, 74.0, 72.0, 77.0, 84.0, 76.0, 75.0, 78.0, 85.0, 66.0, 79.0, 93.0, 84.0, 83.0, 59.0, 88.0, 90.0, 60.0, 63.0, 75.0, 82.0, 87.0, 92.0, 91.0, 11.0, 8.0, 9.0, 7.0, 11.0
30, 76, 76, Menor_que_5700, 1488, 2.0, 3.0, 2.0, 2020.0, 32.0, 22.0, 82.0, 64.0, 22.0, 35.0, 23.0, 22.0, 57.0, 47.0, 51.0, 55.0, 51.0, 74.0, 46.0, 48.0, 65.0, 53.0, 83.0, 24.0, 73.0, 68.0, 25.0, 40.0, 38.0, 67.0, 77.0, 81.0, 78.0, 8.0, 6.0, 14.0, 15.0, 9.0
30, 76, 76, Menor_que_5700, 1651, 1.0, 3.0, 2.0, 2021.0, 55.0, 31.0, 75.0, 61.0, 44.0, 49.0, 38.0, 39.0, 62.0, 54.0, 61.0, 67.0, 44.0, 67.0, 41.0, 55.0, 57.0, 52.0, 89.0, 44.0, 88.0, 71.0, 34.0, 43.0, 51.0, 74.0, 81.0, 77.0, 71.0, 9.0, 7.0, 13.0, 9.0, 12.0
28, 75, 75, Menor_que_5700, 1913, 2.0, 3.0, 3.0, 2020.0, 72.0, 36.0, 60.0, 71.0, 49.0, 73.0, 60.0, 47.0, 69.0, 76.0, 77.0, 75.0, 77.0, 74.0, 76.0, 66.0, 67.0, 78.0, 65.0, 43.0, 74.0, 69.0, 59.0, 59.0, 60.0, 71.0, 71.0, 76.0, 77.0, 12.0, 8.0, 14.0, 9.0, 14.0
28, 75, 75, Menor_que_5700, 1837, 1.0, 2.0, 2.0, 2022.0, 60.0, 42.0, 72.0, 68.0, 41.0, 63.0, 45.0, 39.0, 69.0, 67.0, 67.0, 73.0, 65.0, 71.0, 67.0, 64.0, 76.0, 85.0, 74.0, 48.0, 81.0, 75.0, 55.0, 50.0, 48.0, 68.0, 76.0, 74.0, 76.0, 8.0, 9.0, 11.0, 7.0, 11.0
29, 74, 74, Menor_que_5700, 1852, 1.0, 2.0, 4.0, 2018.0, 59.0, 76.0, 66.0, 65.0, 74.0, 74.0, 65.0, 59.0, 49.0, 74.0, 79.0, 80.0, 80.0, 70.0, 79.0, 77.0, 63.0, 76.0, 74.0, 74.0, 45.0, 26.0, 72.0, 68.0, 78.0, 72.0, 56.0, 21.0, 19.0, 7.0, 11.0, 14.0, 13.0, 9.0
28, 74, 74, Menor_que_5700, 2034, 2.0, 4.0, 3.0, 2019.0, 67.0, 67.0, 78.0, 74.0, 66.0, 77.0, 49.0, 44.0, 74.0, 73.0, 67.0, 72.0, 71.0, 71.0, 51.0, 85.0, 83.0, 86.0, 78.0, 74.0, 82.0, 69.0, 68.0, 69.0, 72.0, 72.0, 67.0, 70.0, 69.0, 9.0, 8.0, 14.0, 16.0, 14.0
26, 74, 76, Menor_que_5700, 1661, 1.0, 3.0, 2.0, 2021.0, 35.0, 38.0, 77.0, 67.0, 30.0, 46.0, 45.0, 55.0, 67.0, 50.0, 66.0, 64.0, 43.0, 70.0, 56.0, 63.0, 85.0, 62.0, 82.0, 43.0, 78.0, 74.0, 23.0, 32.0, 43.0, 63.0, 71.0, 72.0, 70.0, 10.0, 9.0, 14.0, 6.0, 15.0
30, 74, 74, Menor_que_5700, 1930, 1.0, 3.0, 3.0, 2021.0, 80.0, 65.0, 59.0, 79.0, 58.0, 72.0, 79.0, 78.0, 76.0, 76.0, 69.0, 68.0, 71.0, 72.0, 72.0, 71.0, 62.0, 72.0, 68.0, 69.0, 59.0, 55.0, 69.0, 72.0, 80.0, 73.0, 37.0, 44.0, 37.0, 9.0, 14.0, 16.0, 16.0, 6.0
