@relation fifa_final
@attribute Age integer [17, 37]
@attribute Overall integer [71, 94]
@attribute Potential integer [73, 95]
@attribute Value {Menor_que_5700, Entre_5700_e_8500, Entre_8500_e_11500, Maior_que_11500}
@attribute Special integer [1043, 2346]
@attribute InternationalReputation real [1.0, 5.0]
@attribute WeakFoot real [1.0, 5.0]
@attribute SkillMoves real [1.0, 5.0]
@attribute ContractValidUntil real [2018.0, 2026.0]
@attribute Crossing real [9.0, 93.0]
@attribute Finishing real [5.0, 95.0]
@attribute HeadingAccuracy real [8.0, 93.0]
@attribute ShortPassing real [13.0, 93.0]
@attribute Volleys real [5.0, 90.0]
@attribute Dribbling real [8.0, 97.0]
@attribute Curve real [9.0, 94.0]
@attribute FKAccuracy real [7.0, 94.0]
@attribute LongPassing real [12.0, 93.0]
@attribute BallControl real [11.0, 96.0]
@attribute Acceleration real [29.0, 97.0]
@attribute SprintSpeed real [26.0, 96.0]
@attribute Agility real [21.0, 96.0]
@attribute Reactions real [51.0, 96.0]
@attribute Balance real [22.0, 96.0]
@attribute ShotPower real [12.0, 95.0]
@attribute Jumping real [30.0, 95.0]
@attribute Stamina real [20.0, 96.0]
@attribute Strength real [27.0, 95.0]
@attribute LongShots real [6.0, 94.0]
@attribute Aggression real [11.0, 94.0]
@attribute Interceptions real [7.0, 92.0]
@attribute Positioning real [4.0, 95.0]
@attribute Vision real [11.0, 94.0]
@attribute Penalties real [10.0, 92.0]
@attribute Composure real [25.0, 96.0]
@attribute Marking real [9.0, 94.0]
@attribute StandingTackle real [7.0, 92.0]
@attribute SlidingTackle real [8.0, 91.0]
@attribute GKDiving real [1.0, 90.0]
@attribute GKHandling real [1.0, 92.0]
@attribute GKKicking real [1.0, 91.0]
@attribute GKPositioning real [1.0, 88.0]
@attribute GKReflexes real [1.0, 94.0]
@inputs Age, Overall, Potential, Special, InternationalReputation, WeakFoot, SkillMoves, ContractValidUntil, Crossing, Finishing, HeadingAccuracy, ShortPassing, Volleys, Dribbling, Curve, FKAccuracy, LongPassing, BallControl, Acceleration, SprintSpeed, Agility, Reactions, Balance, ShotPower, Jumping, Stamina, Strength, LongShots, Aggression, Interceptions, Positioning, Vision, Penalties, Composure, Marking, StandingTackle, SlidingTackle, GKDiving, GKHandling, GKKicking, GKPositioning, GKReflexes
@outputs Value
@data
24, 72, 78, Menor_que_5700, 1906, 1.0, 4.0, 3.0, 2018.0, 75.0, 66.0, 62.0, 70.0, 60.0, 69.0, 70.0, 52.0, 65.0, 70.0, 72.0, 73.0, 62.0, 66.0, 64.0, 69.0, 61.0, 86.0, 76.0, 66.0, 72.0, 62.0, 67.0, 72.0, 55.0, 70.0, 57.0, 63.0, 58.0, 10.0, 6.0, 7.0, 13.0, 10.0
23, 72, 78, Menor_que_5700, 1721, 1.0, 3.0, 3.0, 2021.0, 48.0, 76.0, 62.0, 70.0, 54.0, 74.0, 47.0, 68.0, 62.0, 72.0, 74.0, 79.0, 80.0, 75.0, 66.0, 65.0, 69.0, 68.0, 52.0, 65.0, 42.0, 27.0, 76.0, 55.0, 48.0, 60.0, 16.0, 35.0, 43.0, 8.0, 11.0, 14.0, 7.0, 13.0
24, 72, 78, Menor_que_5700, 1781, 1.0, 3.0, 3.0, 2022.0, 68.0, 64.0, 43.0, 65.0, 54.0, 75.0, 74.0, 66.0, 59.0, 74.0, 79.0, 78.0, 82.0, 73.0, 80.0, 75.0, 41.0, 74.0, 51.0, 74.0, 45.0, 26.0, 70.0, 64.0, 67.0, 76.0, 27.0, 35.0, 29.0, 16.0, 12.0, 13.0, 13.0, 15.0
23, 72, 78, Menor_que_5700, 1766, 1.0, 3.0, 3.0, 2023.0, 66.0, 69.0, 58.0, 66.0, 68.0, 77.0, 69.0, 72.0, 54.0, 76.0, 85.0, 83.0, 78.0, 68.0, 76.0, 76.0, 65.0, 64.0, 70.0, 66.0, 30.0, 20.0, 67.0, 62.0, 70.0, 66.0, 21.0, 21.0, 21.0, 13.0, 11.0, 8.0, 9.0, 7.0
32, 76, 76, Menor_que_5700, 1409, 2.0, 3.0, 1.0, 2018.0, 12.0, 14.0, 12.0, 52.0, 14.0, 27.0, 14.0, 14.0, 61.0, 35.0, 59.0, 60.0, 69.0, 73.0, 63.0, 24.0, 84.0, 45.0, 68.0, 12.0, 40.0, 12.0, 13.0, 70.0, 24.0, 69.0, 21.0, 15.0, 20.0, 76.0, 71.0, 82.0, 77.0, 76.0
29, 74, 74, Menor_que_5700, 1869, 1.0, 3.0, 2.0, 2019.0, 70.0, 48.0, 64.0, 67.0, 47.0, 57.0, 74.0, 44.0, 64.0, 67.0, 57.0, 69.0, 65.0, 69.0, 51.0, 67.0, 78.0, 68.0, 76.0, 49.0, 79.0, 74.0, 59.0, 58.0, 61.0, 71.0, 69.0, 75.0, 78.0, 16.0, 9.0, 12.0, 13.0, 15.0
28, 74, 74, Menor_que_5700, 1975, 1.0, 2.0, 3.0, 2019.0, 76.0, 47.0, 64.0, 72.0, 50.0, 72.0, 74.0, 39.0, 65.0, 72.0, 79.0, 82.0, 82.0, 69.0, 72.0, 79.0, 74.0, 83.0, 66.0, 74.0, 78.0, 70.0, 66.0, 68.0, 40.0, 67.0, 68.0, 70.0, 70.0, 8.0, 7.0, 10.0, 16.0, 13.0
28, 74, 74, Menor_que_5700, 1883, 1.0, 2.0, 3.0, 2020.0, 73.0, 45.0, 63.0, 71.0, 52.0, 71.0, 64.0, 56.0, 55.0, 70.0, 79.0, 73.0, 81.0, 74.0, 76.0, 58.0, 79.0, 86.0, 58.0, 38.0, 67.0, 74.0, 57.0, 52.0, 44.0, 66.0, 70.0, 72.0, 73.0, 5.0, 11.0, 10.0, 14.0, 12.0
28, 74, 74, Menor_que_5700, 2078, 1.0, 2.0, 4.0, 2020.0, 79.0, 68.0, 64.0, 76.0, 65.0, 76.0, 78.0, 73.0, 72.0, 76.0, 75.0, 71.0, 74.0, 71.0, 64.0, 76.0, 68.0, 79.0, 68.0, 77.0, 71.0, 71.0, 71.0, 79.0, 67.0, 71.0, 68.0, 73.0, 69.0, 12.0, 13.0, 11.0, 14.0, 9.0
29, 74, 74, Menor_que_5700, 1767, 1.0, 3.0, 2.0, 2022.0, 50.0, 36.0, 72.0, 70.0, 49.0, 56.0, 63.0, 42.0, 73.0, 67.0, 44.0, 47.0, 54.0, 68.0, 46.0, 57.0, 80.0, 70.0, 84.0, 52.0, 68.0, 70.0, 60.0, 61.0, 45.0, 77.0, 76.0, 74.0, 71.0, 15.0, 13.0, 15.0, 8.0, 11.0
26, 73, 73, Menor_que_5700, 1796, 1.0, 4.0, 3.0, 2019.0, 55.0, 72.0, 71.0, 69.0, 70.0, 71.0, 65.0, 47.0, 55.0, 72.0, 64.0, 75.0, 68.0, 66.0, 67.0, 77.0, 64.0, 67.0, 77.0, 68.0, 75.0, 36.0, 72.0, 62.0, 76.0, 71.0, 27.0, 40.0, 29.0, 8.0, 7.0, 7.0, 7.0, 10.0
24, 73, 77, Menor_que_5700, 1814, 1.0, 3.0, 2.0, 2021.0, 45.0, 52.0, 68.0, 73.0, 42.0, 62.0, 46.0, 62.0, 63.0, 68.0, 65.0, 60.0, 51.0, 69.0, 47.0, 74.0, 68.0, 65.0, 81.0, 65.0, 70.0, 71.0, 52.0, 59.0, 72.0, 63.0, 74.0, 73.0, 68.0, 9.0, 10.0, 9.0, 13.0, 8.0
21, 72, 79, Menor_que_5700, 1779, 1.0, 3.0, 3.0, 2021.0, 51.0, 55.0, 59.0, 73.0, 43.0, 72.0, 53.0, 67.0, 71.0, 71.0, 81.0, 76.0, 80.0, 66.0, 71.0, 72.0, 58.0, 69.0, 37.0, 71.0, 66.0, 46.0, 65.0, 74.0, 64.0, 60.0, 39.0, 42.0, 47.0, 9.0, 6.0, 9.0, 7.0, 9.0
34, 80, 80, Menor_que_5700, 1820, 3.0, 4.0, 2.0, 2019.0, 58.0, 47.0, 80.0, 74.0, 44.0, 57.0, 51.0, 55.0, 76.0, 74.0, 38.0, 41.0, 52.0, 76.0, 64.0, 64.0, 65.0, 62.0, 81.0, 53.0, 74.0, 79.0, 41.0, 62.0, 57.0, 78.0, 82.0, 82.0, 80.0, 14.0, 8.0, 10.0, 6.0, 13.0
31, 75, 75, Menor_que_5700, 1763, 1.0, 3.0, 2.0, 2019.0, 53.0, 35.0, 50.0, 74.0, 27.0, 48.0, 47.0, 56.0, 72.0, 68.0, 55.0, 52.0, 57.0, 75.0, 68.0, 54.0, 60.0, 74.0, 72.0, 58.0, 84.0, 80.0, 57.0, 67.0, 47.0, 72.0, 70.0, 77.0, 71.0, 14.0, 12.0, 9.0, 11.0, 9.0
31, 75, 75, Menor_que_5700, 1893, 2.0, 3.0, 2.0, 2020.0, 68.0, 38.0, 70.0, 69.0, 25.0, 59.0, 67.0, 52.0, 81.0, 69.0, 61.0, 67.0, 65.0, 72.0, 69.0, 80.0, 80.0, 65.0, 72.0, 73.0, 74.0, 79.0, 51.0, 59.0, 35.0, 70.0, 70.0, 80.0, 78.0, 15.0, 14.0, 15.0, 6.0, 15.0
31, 75, 75, Menor_que_5700, 1516, 2.0, 3.0, 2.0, 2020.0, 30.0, 40.0, 81.0, 59.0, 29.0, 38.0, 30.0, 29.0, 58.0, 60.0, 38.0, 33.0, 42.0, 77.0, 51.0, 52.0, 66.0, 56.0, 77.0, 32.0, 72.0, 77.0, 36.0, 48.0, 30.0, 70.0, 77.0, 76.0, 75.0, 6.0, 10.0, 15.0, 7.0, 9.0
31, 75, 75, Menor_que_5700, 1809, 2.0, 3.0, 2.0, 2021.0, 66.0, 25.0, 78.0, 66.0, 27.0, 50.0, 76.0, 79.0, 66.0, 63.0, 61.0, 54.0, 45.0, 73.0, 39.0, 85.0, 52.0, 66.0, 84.0, 69.0, 70.0, 73.0, 38.0, 51.0, 69.0, 75.0, 75.0, 77.0, 74.0, 15.0, 12.0, 8.0, 12.0, 11.0
24, 73, 78, Menor_que_5700, 1928, 1.0, 3.0, 3.0, 2019.0, 77.0, 52.0, 60.0, 73.0, 47.0, 75.0, 73.0, 39.0, 66.0, 73.0, 79.0, 75.0, 72.0, 70.0, 81.0, 67.0, 67.0, 66.0, 67.0, 62.0, 66.0, 72.0, 64.0, 63.0, 49.0, 69.0, 70.0, 74.0, 73.0, 14.0, 11.0, 11.0, 10.0, 10.0
22, 72, 80, Menor_que_5700, 2032, 1.0, 5.0, 3.0, 2019.0, 68.0, 60.0, 66.0, 71.0, 55.0, 71.0, 77.0, 73.0, 67.0, 72.0, 80.0, 79.0, 74.0, 73.0, 74.0, 79.0, 78.0, 91.0, 68.0, 73.0, 78.0, 66.0, 66.0, 69.0, 66.0, 72.0, 65.0, 67.0, 60.0, 12.0, 7.0, 12.0, 8.0, 7.0
28, 74, 74, Menor_que_5700, 1542, 1.0, 3.0, 2.0, 2018.0, 55.0, 22.0, 68.0, 60.0, 31.0, 49.0, 30.0, 32.0, 59.0, 60.0, 60.0, 62.0, 46.0, 74.0, 42.0, 27.0, 49.0, 73.0, 83.0, 26.0, 69.0, 85.0, 40.0, 37.0, 30.0, 62.0, 72.0, 74.0, 74.0, 14.0, 13.0, 6.0, 9.0, 11.0
27, 74, 74, Menor_que_5700, 1921, 2.0, 5.0, 3.0, 2020.0, 73.0, 41.0, 60.0, 72.0, 39.0, 69.0, 74.0, 64.0, 69.0, 72.0, 76.0, 74.0, 78.0, 70.0, 76.0, 62.0, 76.0, 78.0, 65.0, 52.0, 71.0, 70.0, 58.0, 62.0, 49.0, 68.0, 71.0, 72.0, 78.0, 7.0, 15.0, 7.0, 8.0, 13.0
27, 74, 77, Menor_que_5700, 1102, 1.0, 3.0, 1.0, 2019.0, 11.0, 12.0, 13.0, 24.0, 13.0, 11.0, 17.0, 17.0, 15.0, 20.0, 41.0, 43.0, 45.0, 70.0, 41.0, 21.0, 63.0, 32.0, 52.0, 16.0, 30.0, 12.0, 12.0, 54.0, 19.0, 63.0, 12.0, 9.0, 19.0, 78.0, 69.0, 64.0, 69.0, 78.0
27, 74, 74, Menor_que_5700, 1570, 1.0, 3.0, 2.0, 2022.0, 42.0, 48.0, 83.0, 57.0, 39.0, 32.0, 34.0, 26.0, 48.0, 55.0, 45.0, 55.0, 32.0, 74.0, 33.0, 75.0, 43.0, 60.0, 85.0, 31.0, 73.0, 69.0, 47.0, 42.0, 73.0, 70.0, 74.0, 78.0, 71.0, 12.0, 6.0, 12.0, 9.0, 7.0
26, 73, 74, Menor_que_5700, 1777, 1.0, 3.0, 4.0, 2022.0, 70.0, 69.0, 40.0, 67.0, 44.0, 76.0, 75.0, 73.0, 59.0, 75.0, 80.0, 77.0, 86.0, 68.0, 81.0, 70.0, 55.0, 70.0, 52.0, 70.0, 38.0, 33.0, 73.0, 67.0, 68.0, 67.0, 33.0, 35.0, 21.0, 9.0, 12.0, 15.0, 8.0, 8.0
19, 72, 84, Menor_que_5700, 1906, 1.0, 3.0, 3.0, 2023.0, 75.0, 52.0, 65.0, 69.0, 44.0, 73.0, 75.0, 44.0, 58.0, 74.0, 73.0, 73.0, 69.0, 76.0, 63.0, 76.0, 78.0, 79.0, 71.0, 59.0, 80.0, 68.0, 68.0, 54.0, 43.0, 73.0, 72.0, 68.0, 67.0, 10.0, 6.0, 10.0, 6.0, 8.0
33, 76, 76, Menor_que_5700, 1911, 3.0, 4.0, 3.0, 2019.0, 66.0, 77.0, 76.0, 78.0, 81.0, 74.0, 70.0, 68.0, 58.0, 76.0, 56.0, 60.0, 65.0, 74.0, 64.0, 79.0, 76.0, 55.0, 70.0, 71.0, 73.0, 41.0, 77.0, 75.0, 79.0, 76.0, 38.0, 41.0, 38.0, 13.0, 13.0, 14.0, 9.0, 6.0
26, 74, 74, Menor_que_5700, 1886, 1.0, 3.0, 4.0, 2021.0, 74.0, 56.0, 62.0, 67.0, 45.0, 77.0, 66.0, 56.0, 67.0, 76.0, 82.0, 83.0, 71.0, 65.0, 67.0, 62.0, 60.0, 81.0, 72.0, 61.0, 45.0, 66.0, 51.0, 51.0, 55.0, 76.0, 67.0, 75.0, 74.0, 13.0, 8.0, 9.0, 10.0, 12.0
25, 73, 74, Menor_que_5700, 1859, 1.0, 3.0, 3.0, 2021.0, 67.0, 73.0, 58.0, 69.0, 68.0, 75.0, 71.0, 59.0, 55.0, 72.0, 85.0, 84.0, 83.0, 70.0, 82.0, 73.0, 79.0, 78.0, 55.0, 72.0, 58.0, 35.0, 69.0, 64.0, 68.0, 63.0, 32.0, 28.0, 21.0, 11.0, 15.0, 10.0, 9.0, 11.0
22, 73, 80, Menor_que_5700, 1836, 1.0, 3.0, 3.0, 2021.0, 48.0, 48.0, 66.0, 71.0, 62.0, 65.0, 47.0, 49.0, 74.0, 70.0, 58.0, 64.0, 59.0, 71.0, 57.0, 77.0, 62.0, 82.0, 75.0, 62.0, 82.0, 70.0, 54.0, 60.0, 39.0, 64.0, 70.0, 74.0, 71.0, 10.0, 8.0, 8.0, 10.0, 13.0
30, 76, 76, Menor_que_5700, 1193, 1.0, 3.0, 1.0, 2020.0, 10.0, 8.0, 25.0, 39.0, 9.0, 15.0, 14.0, 17.0, 35.0, 17.0, 32.0, 48.0, 30.0, 70.0, 28.0, 21.0, 67.0, 37.0, 82.0, 19.0, 40.0, 30.0, 6.0, 48.0, 23.0, 53.0, 20.0, 15.0, 16.0, 76.0, 74.0, 69.0, 75.0, 78.0
20, 73, 80, Menor_que_5700, 1599, 1.0, 3.0, 2.0, 2022.0, 39.0, 31.0, 73.0, 46.0, 34.0, 46.0, 33.0, 32.0, 48.0, 53.0, 66.0, 69.0, 55.0, 74.0, 67.0, 52.0, 85.0, 71.0, 81.0, 27.0, 61.0, 71.0, 28.0, 43.0, 43.0, 72.0, 73.0, 77.0, 74.0, 7.0, 14.0, 6.0, 7.0, 13.0
26, 73, 75, Menor_que_5700, 1760, 1.0, 4.0, 3.0, 2022.0, 67.0, 72.0, 77.0, 70.0, 66.0, 65.0, 68.0, 70.0, 42.0, 68.0, 67.0, 70.0, 62.0, 69.0, 58.0, 76.0, 67.0, 73.0, 73.0, 72.0, 58.0, 18.0, 74.0, 69.0, 74.0, 68.0, 33.0, 18.0, 13.0, 10.0, 6.0, 14.0, 7.0, 14.0
24, 85, 89, Menor_que_5700, 2102, 3.0, 3.0, 4.0, 2020.0, 83.0, 82.0, 49.0, 83.0, 77.0, 90.0, 81.0, 79.0, 75.0, 89.0, 79.0, 79.0, 90.0, 80.0, 91.0, 84.0, 69.0, 80.0, 82.0, 82.0, 73.0, 28.0, 81.0, 81.0, 81.0, 89.0, 31.0, 37.0, 25.0, 15.0, 9.0, 8.0, 14.0, 15.0
30, 76, 76, Menor_que_5700, 1691, 2.0, 2.0, 2.0, 2020.0, 33.0, 31.0, 79.0, 61.0, 35.0, 41.0, 46.0, 37.0, 62.0, 55.0, 62.0, 61.0, 70.0, 60.0, 54.0, 65.0, 83.0, 63.0, 79.0, 37.0, 77.0, 74.0, 41.0, 41.0, 53.0, 67.0, 76.0, 77.0, 86.0, 14.0, 10.0, 12.0, 8.0, 8.0
30, 76, 76, Menor_que_5700, 1682, 1.0, 3.0, 2.0, 2021.0, 54.0, 44.0, 77.0, 73.0, 35.0, 51.0, 52.0, 50.0, 43.0, 63.0, 41.0, 51.0, 32.0, 65.0, 38.0, 46.0, 58.0, 57.0, 91.0, 45.0, 82.0, 66.0, 67.0, 42.0, 63.0, 71.0, 82.0, 74.0, 75.0, 11.0, 15.0, 14.0, 13.0, 12.0
30, 76, 76, Menor_que_5700, 2105, 1.0, 3.0, 3.0, 2021.0, 75.0, 60.0, 60.0, 75.0, 59.0, 76.0, 84.0, 77.0, 72.0, 73.0, 88.0, 82.0, 87.0, 82.0, 83.0, 70.0, 64.0, 84.0, 67.0, 61.0, 70.0, 62.0, 72.0, 73.0, 67.0, 80.0, 76.0, 74.0, 77.0, 13.0, 13.0, 9.0, 8.0, 12.0
27, 75, 78, Menor_que_5700, 1213, 1.0, 2.0, 1.0, 2021.0, 20.0, 15.0, 16.0, 28.0, 13.0, 12.0, 20.0, 15.0, 33.0, 32.0, 45.0, 47.0, 50.0, 74.0, 40.0, 26.0, 67.0, 32.0, 64.0, 14.0, 39.0, 17.0, 13.0, 47.0, 36.0, 60.0, 11.0, 12.0, 14.0, 79.0, 72.0, 63.0, 71.0, 76.0
27, 75, 78, Menor_que_5700, 1148, 1.0, 2.0, 1.0, 2022.0, 15.0, 14.0, 13.0, 31.0, 18.0, 16.0, 14.0, 15.0, 17.0, 20.0, 45.0, 44.0, 34.0, 70.0, 43.0, 17.0, 54.0, 45.0, 59.0, 13.0, 24.0, 25.0, 19.0, 48.0, 19.0, 43.0, 17.0, 20.0, 14.0, 77.0, 71.0, 67.0, 72.0, 78.0
28, 74, 74, Menor_que_5700, 2034, 1.0, 3.0, 3.0, 2019.0, 77.0, 64.0, 60.0, 77.0, 67.0, 72.0, 73.0, 75.0, 78.0, 72.0, 66.0, 68.0, 68.0, 77.0, 62.0, 79.0, 69.0, 75.0, 70.0, 78.0, 75.0, 50.0, 67.0, 76.0, 79.0, 69.0, 64.0, 71.0, 60.0, 11.0, 16.0, 8.0, 16.0, 14.0
30, 74, 74, Menor_que_5700, 1755, 1.0, 4.0, 3.0, 2019.0, 60.0, 81.0, 83.0, 68.0, 64.0, 63.0, 62.0, 31.0, 43.0, 69.0, 72.0, 65.0, 72.0, 78.0, 63.0, 59.0, 75.0, 65.0, 77.0, 70.0, 71.0, 39.0, 78.0, 72.0, 53.0, 65.0, 20.0, 23.0, 22.0, 13.0, 16.0, 6.0, 12.0, 10.0
30, 74, 74, Menor_que_5700, 1910, 2.0, 4.0, 3.0, 2019.0, 73.0, 67.0, 53.0, 71.0, 62.0, 75.0, 73.0, 72.0, 66.0, 75.0, 77.0, 77.0, 79.0, 73.0, 85.0, 72.0, 53.0, 79.0, 52.0, 63.0, 62.0, 42.0, 69.0, 71.0, 69.0, 70.0, 57.0, 44.0, 41.0, 7.0, 10.0, 16.0, 11.0, 14.0
29, 74, 74, Menor_que_5700, 1717, 2.0, 4.0, 3.0, 2020.0, 43.0, 79.0, 75.0, 65.0, 74.0, 69.0, 69.0, 55.0, 36.0, 74.0, 52.0, 55.0, 61.0, 73.0, 53.0, 75.0, 72.0, 67.0, 76.0, 69.0, 56.0, 20.0, 78.0, 62.0, 70.0, 77.0, 29.0, 23.0, 22.0, 10.0, 15.0, 16.0, 12.0, 12.0
30, 74, 74, Menor_que_5700, 2003, 1.0, 2.0, 3.0, 2020.0, 66.0, 66.0, 55.0, 74.0, 62.0, 74.0, 71.0, 55.0, 72.0, 75.0, 68.0, 66.0, 77.0, 71.0, 72.0, 84.0, 67.0, 75.0, 77.0, 76.0, 76.0, 69.0, 70.0, 76.0, 63.0, 69.0, 63.0, 66.0, 61.0, 8.0, 16.0, 13.0, 6.0, 13.0
