@relation fifa_final
@attribute Age integer [17, 37]
@attribute Overall integer [71, 94]
@attribute Potential integer [73, 95]
@attribute Value {Menor_que_5700, Entre_5700_e_8500, Entre_8500_e_11500, Maior_que_11500}
@attribute Special integer [1043, 2346]
@attribute InternationalReputation real [1.0, 5.0]
@attribute WeakFoot real [1.0, 5.0]
@attribute SkillMoves real [1.0, 5.0]
@attribute ContractValidUntil real [2018.0, 2026.0]
@attribute Crossing real [9.0, 93.0]
@attribute Finishing real [5.0, 95.0]
@attribute HeadingAccuracy real [8.0, 93.0]
@attribute ShortPassing real [13.0, 93.0]
@attribute Volleys real [5.0, 90.0]
@attribute Dribbling real [8.0, 97.0]
@attribute Curve real [9.0, 94.0]
@attribute FKAccuracy real [7.0, 94.0]
@attribute LongPassing real [12.0, 93.0]
@attribute BallControl real [11.0, 96.0]
@attribute Acceleration real [29.0, 97.0]
@attribute SprintSpeed real [26.0, 96.0]
@attribute Agility real [21.0, 96.0]
@attribute Reactions real [51.0, 96.0]
@attribute Balance real [22.0, 96.0]
@attribute ShotPower real [12.0, 95.0]
@attribute Jumping real [30.0, 95.0]
@attribute Stamina real [20.0, 96.0]
@attribute Strength real [27.0, 95.0]
@attribute LongShots real [6.0, 94.0]
@attribute Aggression real [11.0, 94.0]
@attribute Interceptions real [7.0, 92.0]
@attribute Positioning real [4.0, 95.0]
@attribute Vision real [11.0, 94.0]
@attribute Penalties real [10.0, 92.0]
@attribute Composure real [25.0, 96.0]
@attribute Marking real [9.0, 94.0]
@attribute StandingTackle real [7.0, 92.0]
@attribute SlidingTackle real [8.0, 91.0]
@attribute GKDiving real [1.0, 90.0]
@attribute GKHandling real [1.0, 92.0]
@attribute GKKicking real [1.0, 91.0]
@attribute GKPositioning real [1.0, 88.0]
@attribute GKReflexes real [1.0, 94.0]
@inputs Age, Overall, Potential, Special, InternationalReputation, WeakFoot, SkillMoves, ContractValidUntil, Crossing, Finishing, HeadingAccuracy, ShortPassing, Volleys, Dribbling, Curve, FKAccuracy, LongPassing, BallControl, Acceleration, SprintSpeed, Agility, Reactions, Balance, ShotPower, Jumping, Stamina, Strength, LongShots, Aggression, Interceptions, Positioning, Vision, Penalties, Composure, Marking, StandingTackle, SlidingTackle, GKDiving, GKHandling, GKKicking, GKPositioning, GKReflexes
@outputs Value
@data
28, 73, 73, Menor_que_5700, 1787, 1.0, 3.0, 4.0, 2021.0, 66.0, 65.0, 55.0, 72.0, 60.0, 78.0, 63.0, 65.0, 55.0, 77.0, 87.0, 85.0, 88.0, 73.0, 89.0, 60.0, 71.0, 66.0, 34.0, 68.0, 40.0, 25.0, 72.0, 72.0, 69.0, 72.0, 55.0, 27.0, 12.0, 6.0, 7.0, 6.0, 5.0, 14.0
25, 73, 76, Menor_que_5700, 1972, 1.0, 2.0, 3.0, 2021.0, 69.0, 60.0, 64.0, 71.0, 64.0, 73.0, 62.0, 34.0, 55.0, 66.0, 83.0, 89.0, 78.0, 71.0, 77.0, 75.0, 75.0, 78.0, 75.0, 56.0, 70.0, 68.0, 73.0, 67.0, 67.0, 63.0, 68.0, 70.0, 71.0, 9.0, 7.0, 8.0, 10.0, 9.0
28, 73, 73, Menor_que_5700, 1826, 1.0, 4.0, 3.0, 2021.0, 50.0, 72.0, 65.0, 71.0, 64.0, 74.0, 41.0, 55.0, 58.0, 74.0, 80.0, 79.0, 81.0, 75.0, 74.0, 69.0, 83.0, 68.0, 69.0, 62.0, 55.0, 45.0, 77.0, 68.0, 68.0, 68.0, 26.0, 39.0, 24.0, 14.0, 12.0, 7.0, 14.0, 13.0
25, 73, 76, Menor_que_5700, 1801, 1.0, 3.0, 3.0, 2021.0, 72.0, 29.0, 64.0, 68.0, 30.0, 73.0, 46.0, 40.0, 61.0, 72.0, 77.0, 85.0, 73.0, 69.0, 74.0, 37.0, 79.0, 77.0, 65.0, 35.0, 77.0, 69.0, 66.0, 57.0, 45.0, 62.0, 70.0, 70.0, 69.0, 7.0, 11.0, 8.0, 14.0, 12.0
27, 73, 73, Menor_que_5700, 1961, 1.0, 3.0, 3.0, 2021.0, 62.0, 52.0, 73.0, 77.0, 47.0, 71.0, 56.0, 54.0, 72.0, 73.0, 67.0, 63.0, 68.0, 76.0, 73.0, 64.0, 81.0, 74.0, 63.0, 66.0, 80.0, 75.0, 64.0, 71.0, 59.0, 71.0, 72.0, 74.0, 71.0, 9.0, 11.0, 16.0, 16.0, 11.0
25, 73, 76, Menor_que_5700, 1703, 1.0, 2.0, 2.0, 2021.0, 79.0, 40.0, 40.0, 66.0, 33.0, 52.0, 31.0, 37.0, 52.0, 69.0, 76.0, 74.0, 66.0, 74.0, 68.0, 41.0, 58.0, 85.0, 68.0, 44.0, 69.0, 69.0, 50.0, 53.0, 36.0, 62.0, 72.0, 73.0, 72.0, 13.0, 12.0, 12.0, 6.0, 13.0
28, 73, 73, Menor_que_5700, 1849, 1.0, 4.0, 3.0, 2022.0, 59.0, 74.0, 65.0, 62.0, 63.0, 71.0, 69.0, 66.0, 60.0, 71.0, 76.0, 72.0, 74.0, 77.0, 71.0, 76.0, 83.0, 78.0, 71.0, 73.0, 57.0, 32.0, 77.0, 69.0, 64.0, 59.0, 27.0, 28.0, 23.0, 12.0, 12.0, 16.0, 9.0, 12.0
28, 73, 73, Menor_que_5700, 1824, 1.0, 3.0, 3.0, 2018.0, 63.0, 72.0, 69.0, 66.0, 75.0, 75.0, 65.0, 62.0, 48.0, 71.0, 71.0, 71.0, 69.0, 70.0, 75.0, 74.0, 73.0, 64.0, 79.0, 66.0, 43.0, 31.0, 71.0, 62.0, 68.0, 72.0, 35.0, 36.0, 23.0, 16.0, 16.0, 15.0, 15.0, 15.0
28, 73, 73, Menor_que_5700, 1808, 1.0, 5.0, 3.0, 2019.0, 60.0, 74.0, 72.0, 68.0, 62.0, 71.0, 58.0, 60.0, 59.0, 73.0, 71.0, 74.0, 59.0, 70.0, 68.0, 73.0, 65.0, 76.0, 81.0, 65.0, 48.0, 53.0, 73.0, 66.0, 72.0, 70.0, 36.0, 26.0, 23.0, 14.0, 8.0, 13.0, 10.0, 7.0
27, 73, 73, Menor_que_5700, 2029, 2.0, 4.0, 3.0, 2019.0, 73.0, 70.0, 73.0, 73.0, 69.0, 75.0, 73.0, 76.0, 74.0, 76.0, 72.0, 64.0, 77.0, 72.0, 73.0, 74.0, 88.0, 65.0, 64.0, 65.0, 58.0, 64.0, 73.0, 76.0, 66.0, 69.0, 60.0, 67.0, 62.0, 10.0, 8.0, 13.0, 15.0, 11.0
25, 72, 76, Menor_que_5700, 1651, 1.0, 4.0, 2.0, 2019.0, 32.0, 75.0, 77.0, 61.0, 61.0, 67.0, 64.0, 68.0, 45.0, 73.0, 52.0, 51.0, 52.0, 71.0, 51.0, 73.0, 70.0, 55.0, 90.0, 58.0, 60.0, 26.0, 72.0, 61.0, 62.0, 68.0, 25.0, 26.0, 22.0, 15.0, 6.0, 13.0, 7.0, 10.0
24, 72, 76, Menor_que_5700, 1861, 1.0, 4.0, 4.0, 2019.0, 67.0, 70.0, 56.0, 66.0, 73.0, 78.0, 71.0, 68.0, 60.0, 77.0, 77.0, 79.0, 79.0, 70.0, 70.0, 79.0, 67.0, 69.0, 66.0, 73.0, 56.0, 40.0, 65.0, 66.0, 74.0, 72.0, 29.0, 30.0, 34.0, 8.0, 14.0, 6.0, 14.0, 10.0
24, 72, 76, Menor_que_5700, 1858, 1.0, 4.0, 3.0, 2019.0, 59.0, 71.0, 64.0, 68.0, 59.0, 71.0, 64.0, 55.0, 66.0, 73.0, 72.0, 68.0, 68.0, 71.0, 75.0, 70.0, 69.0, 70.0, 64.0, 71.0, 59.0, 36.0, 72.0, 72.0, 68.0, 69.0, 46.0, 51.0, 45.0, 15.0, 13.0, 7.0, 14.0, 12.0
23, 72, 77, Menor_que_5700, 1817, 1.0, 3.0, 3.0, 2020.0, 54.0, 52.0, 55.0, 75.0, 43.0, 75.0, 59.0, 41.0, 70.0, 75.0, 67.0, 69.0, 64.0, 72.0, 66.0, 57.0, 63.0, 65.0, 66.0, 57.0, 68.0, 69.0, 67.0, 74.0, 53.0, 69.0, 60.0, 68.0, 63.0, 8.0, 11.0, 9.0, 9.0, 13.0
25, 72, 76, Menor_que_5700, 1774, 1.0, 3.0, 3.0, 2020.0, 59.0, 71.0, 65.0, 64.0, 69.0, 73.0, 68.0, 54.0, 45.0, 71.0, 67.0, 71.0, 65.0, 72.0, 64.0, 74.0, 84.0, 67.0, 76.0, 64.0, 72.0, 35.0, 73.0, 63.0, 64.0, 75.0, 20.0, 21.0, 21.0, 13.0, 13.0, 15.0, 11.0, 10.0
24, 72, 76, Menor_que_5700, 1726, 1.0, 3.0, 3.0, 2021.0, 69.0, 72.0, 68.0, 71.0, 56.0, 74.0, 45.0, 28.0, 53.0, 75.0, 73.0, 71.0, 74.0, 69.0, 66.0, 74.0, 80.0, 72.0, 69.0, 70.0, 64.0, 22.0, 72.0, 63.0, 56.0, 52.0, 24.0, 24.0, 18.0, 6.0, 12.0, 13.0, 8.0, 15.0
24, 72, 77, Menor_que_5700, 1930, 1.0, 3.0, 3.0, 2021.0, 59.0, 65.0, 60.0, 74.0, 60.0, 69.0, 62.0, 56.0, 71.0, 72.0, 74.0, 75.0, 80.0, 70.0, 75.0, 66.0, 68.0, 77.0, 66.0, 67.0, 62.0, 70.0, 71.0, 71.0, 47.0, 71.0, 62.0, 67.0, 65.0, 10.0, 7.0, 11.0, 10.0, 11.0
25, 72, 77, Menor_que_5700, 1880, 1.0, 3.0, 3.0, 2021.0, 66.0, 51.0, 61.0, 78.0, 45.0, 67.0, 59.0, 45.0, 67.0, 71.0, 72.0, 71.0, 68.0, 72.0, 62.0, 63.0, 59.0, 81.0, 73.0, 61.0, 61.0, 68.0, 64.0, 75.0, 53.0, 55.0, 69.0, 72.0, 73.0, 14.0, 7.0, 15.0, 7.0, 10.0
21, 72, 81, Menor_que_5700, 1792, 1.0, 2.0, 3.0, 2021.0, 72.0, 40.0, 59.0, 73.0, 48.0, 69.0, 62.0, 35.0, 56.0, 73.0, 68.0, 72.0, 69.0, 69.0, 63.0, 60.0, 71.0, 62.0, 72.0, 42.0, 69.0, 74.0, 51.0, 53.0, 38.0, 63.0, 71.0, 72.0, 76.0, 9.0, 14.0, 14.0, 8.0, 8.0
25, 72, 76, Menor_que_5700, 1749, 1.0, 3.0, 3.0, 2022.0, 46.0, 75.0, 66.0, 68.0, 70.0, 65.0, 65.0, 57.0, 52.0, 70.0, 76.0, 83.0, 69.0, 68.0, 65.0, 68.0, 77.0, 64.0, 78.0, 64.0, 60.0, 25.0, 73.0, 64.0, 72.0, 70.0, 31.0, 22.0, 17.0, 7.0, 6.0, 9.0, 10.0, 7.0
24, 72, 76, Menor_que_5700, 2030, 1.0, 3.0, 3.0, 2022.0, 56.0, 62.0, 63.0, 70.0, 44.0, 64.0, 49.0, 73.0, 74.0, 68.0, 83.0, 88.0, 81.0, 72.0, 87.0, 86.0, 72.0, 84.0, 78.0, 79.0, 84.0, 68.0, 69.0, 75.0, 62.0, 68.0, 66.0, 67.0, 62.0, 9.0, 7.0, 13.0, 8.0, 7.0
23, 72, 76, Menor_que_5700, 1753, 1.0, 4.0, 3.0, 2022.0, 58.0, 68.0, 41.0, 70.0, 53.0, 78.0, 65.0, 64.0, 64.0, 76.0, 76.0, 77.0, 85.0, 53.0, 86.0, 76.0, 67.0, 70.0, 48.0, 73.0, 32.0, 17.0, 63.0, 70.0, 61.0, 70.0, 47.0, 32.0, 26.0, 14.0, 12.0, 7.0, 12.0, 12.0
24, 72, 77, Menor_que_5700, 1890, 1.0, 4.0, 3.0, 2022.0, 56.0, 55.0, 63.0, 75.0, 57.0, 69.0, 62.0, 50.0, 74.0, 72.0, 65.0, 67.0, 64.0, 70.0, 59.0, 79.0, 70.0, 65.0, 69.0, 73.0, 64.0, 67.0, 71.0, 70.0, 50.0, 70.0, 64.0, 68.0, 66.0, 12.0, 12.0, 5.0, 13.0, 14.0
24, 72, 77, Menor_que_5700, 1838, 1.0, 4.0, 3.0, 2023.0, 52.0, 57.0, 59.0, 76.0, 48.0, 63.0, 39.0, 48.0, 74.0, 66.0, 67.0, 64.0, 67.0, 69.0, 73.0, 75.0, 71.0, 84.0, 62.0, 74.0, 69.0, 59.0, 73.0, 76.0, 47.0, 66.0, 63.0, 53.0, 46.0, 15.0, 13.0, 16.0, 6.0, 14.0
21, 72, 81, Menor_que_5700, 1822, 1.0, 2.0, 3.0, 2023.0, 73.0, 49.0, 56.0, 68.0, 36.0, 73.0, 71.0, 46.0, 62.0, 71.0, 78.0, 77.0, 77.0, 71.0, 66.0, 39.0, 66.0, 77.0, 62.0, 35.0, 64.0, 67.0, 66.0, 56.0, 49.0, 56.0, 71.0, 71.0, 68.0, 10.0, 13.0, 9.0, 12.0, 13.0
25, 72, 77, Menor_que_5700, 1868, 1.0, 3.0, 3.0, 2019.0, 69.0, 65.0, 38.0, 80.0, 51.0, 69.0, 70.0, 62.0, 77.0, 74.0, 74.0, 71.0, 88.0, 60.0, 72.0, 67.0, 69.0, 84.0, 75.0, 66.0, 44.0, 42.0, 72.0, 75.0, 68.0, 84.0, 60.0, 50.0, 26.0, 11.0, 6.0, 14.0, 8.0, 11.0
23, 72, 76, Menor_que_5700, 1776, 1.0, 3.0, 3.0, 2019.0, 72.0, 60.0, 34.0, 74.0, 59.0, 74.0, 78.0, 74.0, 71.0, 75.0, 72.0, 72.0, 76.0, 61.0, 69.0, 74.0, 60.0, 66.0, 49.0, 69.0, 42.0, 28.0, 66.0, 71.0, 49.0, 64.0, 51.0, 32.0, 38.0, 12.0, 14.0, 11.0, 14.0, 9.0
24, 72, 77, Menor_que_5700, 1883, 1.0, 3.0, 3.0, 2019.0, 61.0, 63.0, 58.0, 76.0, 51.0, 74.0, 63.0, 62.0, 68.0, 74.0, 68.0, 66.0, 61.0, 69.0, 64.0, 66.0, 61.0, 72.0, 81.0, 67.0, 65.0, 66.0, 68.0, 69.0, 57.0, 70.0, 64.0, 67.0, 48.0, 13.0, 9.0, 10.0, 9.0, 13.0
24, 72, 77, Menor_que_5700, 1971, 1.0, 5.0, 3.0, 2019.0, 69.0, 68.0, 68.0, 74.0, 66.0, 71.0, 74.0, 73.0, 71.0, 72.0, 74.0, 71.0, 76.0, 72.0, 71.0, 71.0, 60.0, 66.0, 52.0, 69.0, 67.0, 68.0, 69.0, 77.0, 67.0, 66.0, 62.0, 64.0, 61.0, 12.0, 11.0, 6.0, 8.0, 11.0
20, 71, 82, Menor_que_5700, 1809, 1.0, 3.0, 3.0, 2019.0, 67.0, 71.0, 57.0, 64.0, 57.0, 77.0, 64.0, 59.0, 59.0, 72.0, 88.0, 85.0, 89.0, 63.0, 80.0, 65.0, 90.0, 68.0, 58.0, 63.0, 64.0, 33.0, 61.0, 56.0, 45.0, 63.0, 32.0, 37.0, 31.0, 12.0, 9.0, 9.0, 14.0, 10.0
20, 71, 84, Menor_que_5700, 1826, 1.0, 3.0, 3.0, 2021.0, 64.0, 40.0, 51.0, 74.0, 49.0, 70.0, 60.0, 45.0, 67.0, 73.0, 76.0, 70.0, 72.0, 70.0, 77.0, 65.0, 56.0, 74.0, 55.0, 56.0, 74.0, 70.0, 59.0, 64.0, 48.0, 61.0, 68.0, 70.0, 69.0, 6.0, 12.0, 9.0, 6.0, 7.0
20, 71, 84, Menor_que_5700, 1554, 1.0, 3.0, 2.0, 2022.0, 52.0, 23.0, 68.0, 65.0, 23.0, 50.0, 32.0, 31.0, 61.0, 63.0, 65.0, 75.0, 58.0, 69.0, 53.0, 38.0, 65.0, 70.0, 75.0, 28.0, 54.0, 74.0, 33.0, 36.0, 36.0, 64.0, 71.0, 74.0, 70.0, 6.0, 11.0, 10.0, 8.0, 7.0
21, 71, 82, Menor_que_5700, 1882, 1.0, 3.0, 3.0, 2023.0, 70.0, 41.0, 55.0, 72.0, 42.0, 68.0, 45.0, 41.0, 70.0, 70.0, 88.0, 87.0, 78.0, 66.0, 78.0, 72.0, 68.0, 80.0, 66.0, 67.0, 67.0, 67.0, 60.0, 68.0, 55.0, 64.0, 64.0, 67.0, 60.0, 8.0, 11.0, 10.0, 6.0, 15.0
19, 71, 83, Menor_que_5700, 1862, 1.0, 3.0, 3.0, 2023.0, 64.0, 56.0, 49.0, 78.0, 58.0, 72.0, 61.0, 71.0, 71.0, 75.0, 74.0, 64.0, 75.0, 69.0, 76.0, 62.0, 59.0, 68.0, 59.0, 59.0, 57.0, 66.0, 63.0, 72.0, 68.0, 55.0, 61.0, 54.0, 48.0, 5.0, 9.0, 14.0, 11.0, 14.0
21, 71, 82, Menor_que_5700, 1624, 1.0, 5.0, 4.0, 2019.0, 68.0, 62.0, 36.0, 69.0, 36.0, 77.0, 61.0, 32.0, 61.0, 72.0, 89.0, 89.0, 91.0, 61.0, 83.0, 58.0, 51.0, 65.0, 54.0, 61.0, 41.0, 22.0, 62.0, 66.0, 52.0, 67.0, 25.0, 20.0, 17.0, 9.0, 8.0, 6.0, 13.0, 7.0
37, 84, 84, Menor_que_5700, 1740, 3.0, 3.0, 2.0, 2019.0, 40.0, 21.0, 72.0, 65.0, 35.0, 64.0, 50.0, 31.0, 65.0, 65.0, 61.0, 77.0, 52.0, 80.0, 64.0, 54.0, 81.0, 53.0, 83.0, 39.0, 66.0, 90.0, 28.0, 62.0, 60.0, 88.0, 94.0, 90.0, 82.0, 4.0, 2.0, 4.0, 2.0, 4.0
24, 84, 89, Menor_que_5700, 2083, 3.0, 3.0, 5.0, 2021.0, 79.0, 79.0, 65.0, 80.0, 74.0, 85.0, 85.0, 88.0, 74.0, 85.0, 87.0, 87.0, 82.0, 79.0, 79.0, 87.0, 74.0, 79.0, 80.0, 81.0, 76.0, 28.0, 83.0, 82.0, 75.0, 79.0, 29.0, 31.0, 20.0, 8.0, 14.0, 6.0, 12.0, 10.0
33, 75, 75, Menor_que_5700, 1797, 2.0, 3.0, 3.0, 2020.0, 66.0, 78.0, 78.0, 69.0, 74.0, 70.0, 53.0, 43.0, 58.0, 68.0, 67.0, 64.0, 69.0, 75.0, 66.0, 79.0, 76.0, 67.0, 79.0, 68.0, 58.0, 29.0, 75.0, 68.0, 80.0, 78.0, 23.0, 22.0, 19.0, 12.0, 7.0, 9.0, 15.0, 13.0
33, 75, 75, Menor_que_5700, 1918, 3.0, 3.0, 3.0, 2021.0, 69.0, 74.0, 68.0, 71.0, 74.0, 71.0, 76.0, 73.0, 65.0, 73.0, 72.0, 72.0, 57.0, 74.0, 53.0, 77.0, 76.0, 65.0, 78.0, 68.0, 63.0, 46.0, 78.0, 68.0, 87.0, 78.0, 35.0, 48.0, 45.0, 6.0, 10.0, 15.0, 5.0, 6.0
30, 74, 74, Menor_que_5700, 1505, 1.0, 2.0, 2.0, 2019.0, 43.0, 23.0, 76.0, 69.0, 23.0, 38.0, 35.0, 36.0, 68.0, 56.0, 34.0, 37.0, 47.0, 70.0, 40.0, 25.0, 38.0, 66.0, 80.0, 21.0, 77.0, 79.0, 41.0, 58.0, 65.0, 67.0, 78.0, 76.0, 71.0, 6.0, 8.0, 7.0, 7.0, 7.0
30, 74, 74, Menor_que_5700, 1952, 1.0, 3.0, 2.0, 2019.0, 74.0, 56.0, 72.0, 72.0, 68.0, 54.0, 69.0, 68.0, 68.0, 56.0, 70.0, 53.0, 66.0, 74.0, 64.0, 73.0, 73.0, 83.0, 77.0, 61.0, 69.0, 75.0, 58.0, 58.0, 65.0, 70.0, 78.0, 74.0, 73.0, 6.0, 8.0, 14.0, 11.0, 12.0
30, 74, 74, Menor_que_5700, 1817, 1.0, 3.0, 2.0, 2020.0, 58.0, 22.0, 70.0, 59.0, 30.0, 60.0, 65.0, 67.0, 53.0, 61.0, 69.0, 68.0, 66.0, 70.0, 72.0, 57.0, 92.0, 73.0, 76.0, 57.0, 80.0, 76.0, 42.0, 39.0, 45.0, 65.0, 75.0, 73.0, 74.0, 13.0, 13.0, 14.0, 15.0, 13.0
30, 74, 74, Menor_que_5700, 1831, 2.0, 4.0, 3.0, 2020.0, 49.0, 31.0, 76.0, 72.0, 59.0, 68.0, 54.0, 44.0, 68.0, 69.0, 54.0, 55.0, 48.0, 67.0, 49.0, 69.0, 70.0, 81.0, 90.0, 67.0, 89.0, 72.0, 58.0, 70.0, 54.0, 67.0, 69.0, 73.0, 70.0, 7.0, 8.0, 5.0, 10.0, 6.0
30, 74, 74, Menor_que_5700, 2010, 1.0, 3.0, 2.0, 2021.0, 42.0, 65.0, 73.0, 76.0, 71.0, 64.0, 53.0, 71.0, 77.0, 70.0, 74.0, 76.0, 68.0, 82.0, 68.0, 82.0, 68.0, 77.0, 69.0, 77.0, 66.0, 66.0, 70.0, 63.0, 70.0, 69.0, 81.0, 76.0, 68.0, 7.0, 12.0, 13.0, 7.0, 8.0
